"carat","cut","color","clarity","depth","table","price","x","y","z"
0.7,"Very Good","F","SI1",62.3,58,2161,5.62,5.78,3.55
0.7,"Very Good","E","VS1",61.9,61,3235,5.59,5.65,3.48
1.02,"Premium","J","SI1",61.2,57,3496,6.58,6.43,3.98
2.04,"Premium","I","VS2",61,61,16768,8.14,8.08,4.95
0.71,"Ideal","G","SI2",59.5,57,2194,5.86,5.78,3.46
1.07,"Ideal","H","VS2",62,57,5820,6.55,6.58,4.07
0.68,"Very Good","F","VVS2",57.3,60,3112,5.83,5.89,3.36
1.2,"Ideal","G","VVS2",62.5,54.4,9785,6.75,6.82,4.24
0.35,"Good","E","VS1",63.1,56,663,4.49,4.54,2.85
2.01,"Very Good","H","I1",61.7,63,8104,7.94,7.91,4.89
0.32,"Ideal","E","VS2",61.3,55,846,4.43,4.47,2.73
0.39,"Ideal","F","VS1",61.9,55.2,939,4.66,4.7,2.89
0.7,"Very Good","G","SI1",64.3,56,2517,5.56,5.58,3.58
1.31,"Ideal","G","VS1",61.5,57,10071,7.06,7.02,4.33
0.3,"Very Good","I","VS1",62.9,59,473,4.22,4.3,2.68
1.6,"Premium","F","SI2",60.5,60,8530,7.55,7.52,4.56
0.3,"Ideal","F","VVS1",62.5,55,814,4.26,4.29,2.67
0.56,"Ideal","D","SI1",61.9,56,1745,5.24,5.29,3.26
0.31,"Ideal","G","VVS2",62.2,53,647,4.36,4.39,2.72
0.33,"Premium","G","VVS1",61.9,59,1114,4.41,4.38,2.72
0.43,"Premium","G","VVS1",60.3,58,1207,4.87,4.91,2.95
0.31,"Ideal","F","VS1",61.5,54,642,4.36,4.39,2.69
2,"Ideal","G","VS2",62.3,57,17760,8.06,7.97,4.99
1.01,"Fair","G","VS1",66.8,61,4864,6.15,6.06,4.08
1.72,"Premium","H","VS2",61.3,59,13609,7.72,7.69,4.72
0.8,"Premium","I","VS2",62.9,61,2616,5.84,5.77,3.65
1.25,"Ideal","F","VS2",62.8,57,8764,6.87,6.85,4.31
0.8,"Ideal","F","VS1",62.2,56,4362,5.93,5.96,3.7
0.9,"Ideal","F","VS2",60.5,54,4531,6.22,6.17,3.75
0.61,"Very Good","F","VS2",59.6,61,1971,5.5,5.58,3.3
0.7,"Premium","E","VS2",60.9,59,2673,5.68,5.71,3.47
0.4,"Premium","D","VS2",62.5,59,982,4.66,4.72,2.93
1,"Good","I","SI1",64.3,57,3360,6.29,6.25,4.03
1.31,"Ideal","J","SI1",62.5,56,6337,6.95,7.04,4.37
1.54,"Premium","F","SI2",62,56,7486,7.51,7.4,4.62
1.51,"Very Good","I","SI2",63.1,60,6630,7.19,7.13,4.52
0.41,"Ideal","J","IF",62.1,54,777,4.78,4.81,2.98
0.32,"Ideal","D","SI1",60.8,57,756,4.44,4.41,2.69
0.31,"Good","H","VS1",63.1,57,544,4.31,4.34,2.73
0.77,"Premium","E","SI2",62.5,60,2171,5.84,5.8,3.64
1.7,"Good","J","VS2",64,58,8146,7.41,7.47,4.76
0.72,"Ideal","I","VVS2",62.5,56,2594,5.71,5.74,3.58
1.4,"Ideal","F","VVS1",61.9,57,16808,7.2,7.14,4.44
1.12,"Ideal","F","VS2",61.2,56,8063,6.67,6.73,4.11
0.84,"Ideal","J","VS2",60.7,56,2376,6.17,6.12,3.73
0.38,"Premium","F","SI1",62,58,653,4.6,4.63,2.86
1,"Premium","E","SI1",61.6,59,5500,6.38,6.41,3.94
0.24,"Very Good","D","VS2",61.4,60,373,3.98,4,2.45
1,"Good","G","VVS2",62.4,61,6748,6.32,6.3,3.94
0.23,"Very Good","E","VVS2",61.4,60,505,3.93,3.98,2.43
0.5,"Premium","H","SI1",58.7,59,1091,5.15,5.11,3.01
0.29,"Ideal","H","IF",62.1,55,607,4.26,4.29,2.65
0.51,"Ideal","E","SI1",62,55,1443,5.14,5.12,3.18
0.52,"Premium","G","SI1",60.7,59,1280,5.22,5.19,3.16
0.78,"Very Good","D","SI1",62.4,58,2945,5.86,5.9,3.67
0.81,"Ideal","E","SI1",61.5,56,3373,6.01,6.03,3.7
0.34,"Ideal","E","VS1",61.2,57,805,4.45,4.51,2.74
1,"Premium","G","SI1",61.9,62,5154,6.22,6.18,3.84
1.07,"Ideal","G","SI2",61.7,57,4421,6.55,6.59,4.05
0.92,"Very Good","F","SI2",60.6,63,3534,6.34,6.25,3.81
0.32,"Ideal","E","VS2",62.1,56,900,4.43,4.4,2.74
0.71,"Good","D","SI2",64.3,56,2215,5.64,5.59,3.61
1.21,"Good","E","SI1",64.2,58,6708,6.65,6.59,4.25
0.33,"Premium","H","VS1",59.2,58,743,4.55,4.5,2.68
0.73,"Ideal","F","SI2",59.6,56,2164,5.89,5.85,3.5
0.76,"Very Good","E","VS2",63.4,58,3517,5.76,5.82,3.67
0.9,"Fair","F","SI2",62.6,58,3787,6.01,6.06,3.78
1.5,"Premium","G","VS2",61.2,61,12308,7.34,7.29,4.48
0.81,"Ideal","H","SI2",61.4,57,2375,6,5.96,3.67
0.35,"Premium","F","SI1",62.3,58,583,4.49,4.53,2.81
2.03,"Very Good","I","VS2",61.4,59,15826,8.06,8.12,4.97
0.43,"Ideal","I","VS2",62.1,57,780,4.83,4.86,3.01
0.26,"Very Good","D","VS2",60.8,59,403,4.13,4.16,2.52
0.81,"Ideal","H","VS1",61.8,58,3257,5.97,6.04,3.71
0.31,"Premium","E","SI1",62.3,56,698,4.4,4.37,2.73
0.72,"Premium","F","VS2",62.7,59,2584,5.71,5.75,3.59
0.5,"Ideal","E","VS2",62.1,54,1746,5.13,5.11,3.18
1.53,"Very Good","H","SI1",61.3,56,10446,7.42,7.44,4.56
0.54,"Ideal","G","SI1",59.6,59,1574,5.34,5.3,3.17
1.08,"Very Good","J","SI2",62.5,60,4152,6.51,6.57,4.09
0.53,"Ideal","H","VS1",61.2,56,1601,5.23,5.26,3.21
0.31,"Ideal","G","SI1",61.6,56,627,4.36,4.4,2.7
1.26,"Good","J","SI1",63.9,58,4255,6.78,6.74,4.32
0.39,"Good","J","VS1",63.5,58,616,4.59,4.64,2.93
0.3,"Very Good","E","VVS1",61.8,56,1006,4.29,4.32,2.66
1.01,"Very Good","F","VS2",60.6,55,6649,6.5,6.56,3.96
0.53,"Very Good","F","VS2",59.2,58,1693,5.29,5.31,3.14
0.7,"Ideal","H","VVS2",60.9,56,3325,5.76,5.79,3.52
0.42,"Ideal","F","SI1",61.6,56,760,4.81,4.85,2.98
0.67,"Good","G","VS2",57.5,60.1,2131,5.78,5.83,3.34
1,"Fair","G","VS2",63.7,55,5484,6.28,6.21,3.98
0.42,"Ideal","H","SI2",62,54,625,4.83,4.85,3
0.5,"Very Good","E","I1",58.6,63,938,5.23,5.15,3.04
0.71,"Ideal","E","VS1",62.3,56,3346,5.69,5.74,3.56
0.33,"Ideal","D","VS1",61,56,1077,4.47,4.45,2.72
0.31,"Ideal","E","VS2",61.8,55,680,4.37,4.4,2.71
0.7,"Very Good","H","VS1",59.5,60,2421,5.74,5.76,3.42
0.4,"Ideal","F","VVS1",61.3,55,1323,4.78,4.75,2.92
0.71,"Premium","E","VS2",59,59,2711,5.78,5.88,3.44
0.55,"Ideal","D","VS2",61.5,56,1928,5.25,5.28,3.24
0.91,"Ideal","H","SI1",62.1,57,4919,6.18,6.21,3.85
0.5,"Very Good","E","VVS2",59.1,61,2106,5.19,5.23,3.08
0.5,"Fair","G","VS2",65.1,56,1238,5.02,4.99,3.26
1.25,"Good","J","SI1",63.6,57,5110,6.86,6.81,4.35
0.41,"Very Good","D","VS2",62.8,58,779,4.73,4.76,2.98
1.26,"Very Good","F","SI2",63.4,55,5998,6.92,6.9,4.38
0.3,"Good","G","VS1",63.6,55,776,4.31,4.27,2.73
0.4,"Premium","F","VS2",59.7,58,842,4.79,4.83,2.87
2.12,"Premium","I","VS2",61.5,58,17254,8.3,8.26,5.09
1.71,"Ideal","H","VS2",63,57,10534,7.57,7.53,4.76
0.7,"Very Good","E","VVS2",60.7,56,3295,5.77,5.82,3.52
1.01,"Premium","G","SI2",61,58,4327,6.48,6.43,3.94
0.4,"Premium","E","VS1",60.3,58,1053,4.8,4.82,2.9
0.26,"Very Good","H","VVS2",63.4,55,565,4.06,4.05,2.57
0.5,"Ideal","E","VS1",62.2,56,1619,5.1,5.13,3.18
0.4,"Good","D","VS2",64.4,56,814,4.62,4.67,2.99
1.53,"Very Good","H","SI2",61.4,60,7991,7.36,7.43,4.54
0.91,"Ideal","E","SI1",61,58,4132,6.23,6.29,3.82
0.31,"Ideal","G","VS2",61.4,57,544,4.35,4.45,2.7
0.33,"Ideal","D","SI1",62.4,54,780,4.44,4.41,2.76
1.58,"Ideal","H","SI1",62.5,57,10345,7.43,7.39,4.63
1.51,"Very Good","G","VS2",63.3,60,12872,7.28,7.2,4.58
1.02,"Good","F","VS1",62.6,54.3,8011,6.41,6.45,4.02
0.43,"Ideal","F","VS2",61.1,56,905,4.88,4.91,2.99
0.31,"Premium","G","VS2",62.2,59,544,4.3,4.35,2.69
0.33,"Ideal","E","VVS2",61.2,57,1114,4.47,4.45,2.73
0.41,"Ideal","D","VS1",62.1,56,1230,4.8,4.77,2.97
0.91,"Premium","G","SI2",61.3,60,3423,6.17,6.2,3.79
0.38,"Very Good","F","VS2",61.9,59,800,4.61,4.66,2.87
0.46,"Fair","E","VS2",66.8,61,1070,4.84,4.71,3.2
0.34,"Ideal","D","VS1",60.7,57,749,4.51,4.55,2.75
0.55,"Ideal","D","VS2",61.8,54,1928,5.26,5.29,3.26
0.38,"Ideal","D","VS2",63,54,929,4.61,4.66,2.92
1.24,"Premium","H","VS1",62.2,59,7092,6.83,6.9,4.27
1.01,"Very Good","E","VS2",60.4,57,6577,6.45,6.49,3.91
1.01,"Ideal","E","VVS1",62.2,57,10887,6.38,6.44,3.99
0.7,"Ideal","H","VVS2",62.2,55,3235,5.71,5.76,3.57
0.3,"Premium","G","VS1",62.8,58,776,4.28,4.26,2.68
0.54,"Ideal","D","SI1",62.6,55,1595,5.19,5.23,3.26
0.27,"Ideal","E","VS1",61.6,56,470,4.14,4.17,2.56
0.62,"Ideal","D","VS2",61.2,56,2243,5.49,5.52,3.37
0.9,"Ideal","J","SI1",62.6,54,3102,6.16,6.23,3.88
0.71,"Premium","H","SI1",61,58,2006,5.73,5.77,3.51
0.55,"Premium","G","SI1",60.1,61,1377,5.32,5.29,3.19
0.32,"Very Good","H","VS2",62.8,55,505,4.38,4.41,2.76
0.76,"Premium","E","VS2",60.5,56,3447,5.98,5.95,3.61
1.11,"Ideal","G","VS1",61.5,58,7639,6.7,6.66,4.11
0.7,"Good","E","SI1",61.4,64,2872,5.66,5.71,3.49
0.53,"Ideal","F","VS2",61.5,55,1631,5.2,5.27,3.22
0.34,"Ideal","D","VS2",62.4,53,1033,4.52,4.49,2.81
0.71,"Very Good","E","VS2",64,57,2804,5.66,5.68,3.63
0.31,"Ideal","D","SI1",61.3,55,565,4.36,4.41,2.69
1.51,"Premium","G","SI1",59.6,60,11129,7.47,7.43,4.44
1.8,"Ideal","D","SI2",62.9,54,7862,7.77,7.74,4.88
0.6,"Ideal","E","VS2",61.2,56,2189,5.45,5.44,3.33
1.06,"Ideal","F","I1",62.1,55,3544,6.54,6.57,4.07
0.37,"Premium","D","VS2",60.5,59,794,4.66,4.69,2.83
0.71,"Very Good","D","VS2",63,57,3033,5.67,5.7,3.58
1.75,"Very Good","D","SI1",61.4,60,15544,7.76,7.8,4.78
1.01,"Ideal","E","SI1",61.1,55,6132,6.47,6.52,3.97
0.3,"Premium","H","IF",60.4,60,1013,4.34,4.3,2.61
0.31,"Ideal","E","VVS1",61.1,56,863,4.36,4.38,2.67
0.34,"Ideal","D","VS1",61.4,57,780,4.49,4.54,2.77
0.25,"Very Good","F","VS1",61.2,59,435,4.02,4.05,2.47
0.38,"Very Good","H","VS2",61.5,55,645,4.66,4.67,2.86
1.23,"Ideal","J","SI2",62.4,58,5158,6.79,6.86,4.26
1.02,"Premium","G","SI2",61.7,58,3027,6.46,6.41,3.97
1.51,"Very Good","H","VS2",63.2,57,10950,7.18,7.32,4.58
0.37,"Ideal","E","VS2",62,57,1041,4.63,4.6,2.86
0.34,"Very Good","D","SI1",60.2,60,626,4.5,4.54,2.72
0.34,"Ideal","D","VS2",62.5,57,805,4.4,4.47,2.77
1.51,"Ideal","E","SI2",61.9,56,10781,7.36,7.31,4.54
1.41,"Good","H","VS2",63.8,60,9254,7.12,7.04,4.52
0.7,"Good","D","SI1",61.6,62,2570,5.67,5.72,3.51
0.32,"Ideal","H","VS1",60.2,56,561,4.44,4.49,2.69
0.4,"Very Good","D","SI1",60,56,708,4.82,4.85,2.9
2,"Ideal","F","SI2",62.6,57,18172,8.08,8.01,5.04
0.9,"Very Good","F","SI1",63.3,57,4054,6.1,6.16,3.88
1.02,"Premium","F","VS2",61.3,58,6479,6.42,6.54,3.97
0.4,"Good","H","VS2",63.1,62,717,4.75,4.66,2.97
0.32,"Ideal","F","VS1",61.9,57,716,4.38,4.41,2.72
0.97,"Ideal","H","VVS1",60.4,57,6801,6.4,6.48,3.89
0.5,"Good","G","VVS2",63.6,57,1764,5.04,5.08,3.22
1.51,"Fair","H","SI2",65.5,56,6816,7.18,7.13,4.69
0.4,"Ideal","G","IF",62.2,55,1333,4.73,4.76,2.95
0.4,"Very Good","F","VS1",63.1,56,895,4.68,4.7,2.96
1.11,"Very Good","E","SI2",61.7,63,4102,6.54,6.65,4.07
1.24,"Premium","H","SI1",60.1,58,6215,7.04,7.01,4.22
0.83,"Ideal","G","VS1",62.1,55,4989,6.02,6.05,3.75
1.01,"Premium","H","SI2",59.9,59,4242,6.51,6.48,3.89
0.52,"Premium","F","VS2",58.5,60,1651,5.29,5.24,3.08
0.9,"Premium","F","SI2",58.9,59,3803,6.31,6.26,3.7
1,"Very Good","I","SI1",59.3,63,3360,6.52,6.47,3.85
0.32,"Premium","F","VS1",62.1,60,874,4.37,4.33,2.7
1.1,"Premium","H","SI2",59.5,57,4004,6.81,6.74,4.03
0.63,"Ideal","F","VVS2",61.5,56,2817,5.48,5.52,3.38
0.5,"Very Good","H","SI1",63.5,56,1089,5.01,5.04,3.19
0.29,"Ideal","G","VVS2",61.4,57,607,4.27,4.3,2.63
0.5,"Ideal","G","VVS1",62.2,56,2070,5.12,5.1,3.18
1.5,"Ideal","G","VS1",61.3,56,16171,7.41,7.37,4.53
0.54,"Ideal","D","SI1",60.8,57,1786,5.31,5.25,3.21
0.91,"Very Good","F","SI2",63.5,56,3496,6.16,6.12,3.89
0.51,"Very Good","G","SI1",63.4,56,1122,5.03,5.1,3.21
1.71,"Premium","G","SI2",60.9,58,11351,7.72,7.68,4.69
2.01,"Fair","G","SI2",65.9,57,10887,7.85,7.78,5.15
0.85,"Ideal","H","SI2",61.8,54,2659,6.1,6.07,3.76
1.05,"Ideal","H","SI2",61.2,57,4331,6.55,6.62,4.03
0.7,"Ideal","H","VS2",62.4,56,2398,5.63,5.72,3.54
1.01,"Ideal","I","I1",61.6,56,2416,6.45,6.43,3.97
1.02,"Premium","F","SI2",61.5,58,4459,6.42,6.49,3.97
1,"Very Good","H","SI2",60.8,60,4496,6.44,6.49,3.93
0.54,"Ideal","G","VS2",61.7,56,1605,5.21,5.24,3.23
1.01,"Premium","H","SI2",61.1,59,4242,6.54,6.46,3.97
0.99,"Very Good","F","SI1",62.5,58,5112,6.36,6.38,3.98
0.65,"Very Good","I","VVS1",62.9,58,2085,5.51,5.53,3.47
0.7,"Very Good","H","VS2",62.1,55,2106,5.66,5.71,3.53
0.3,"Ideal","D","VS2",61.5,55,710,4.3,4.35,2.66
0.5,"Premium","F","VVS2",63,57,2160,5.05,5.01,3.17
2.01,"Premium","I","VS2",59.5,60,13003,8.26,8.21,4.9
0.29,"Very Good","G","VVS1",61.4,56,607,4.25,4.28,2.62
0.7,"Very Good","G","SI1",61.7,56,2310,5.66,5.75,3.52
2.03,"Premium","I","VS2",58.5,60,16309,8.37,8.34,4.89
1.11,"Good","J","IF",58.3,62,5361,6.77,6.84,3.97
1.02,"Good","D","SI1",56.9,62,4948,6.64,6.69,3.79
0.5,"Good","D","SI1",63.9,56,1257,5.02,4.93,3.18
0.25,"Ideal","E","VS2",62.1,57,535,4.01,4.05,2.5
1.14,"Ideal","E","VVS2",62.3,55,10512,6.68,6.71,4.17
0.78,"Ideal","H","SI2",62.6,56,1909,5.88,5.81,3.66
0.7,"Very Good","E","VS1",63.4,56,3107,5.6,5.63,3.56
0.31,"Very Good","E","SI1",63.4,55,698,4.32,4.29,2.73
0.3,"Premium","H","VVS1",62.7,59,684,4.29,4.32,2.7
0.44,"Ideal","G","VS1",61.9,54,915,4.89,4.93,3.04
1,"Very Good","G","VVS2",62.3,58,7528,6.39,6.45,4
1.03,"Very Good","E","SI2",62.1,59,4668,6.43,6.46,4
0.3,"Premium","D","SI1",59.7,59,709,4.37,4.34,2.6
1.5,"Very Good","I","VS2",58.2,60,9118,7.5,7.58,4.39
1.82,"Very Good","G","SI1",62.7,58,15025,7.68,7.75,4.84
0.27,"Very Good","E","VS2",61.3,58,470,4.13,4.16,2.54
1.04,"Premium","J","SI1",60.2,56,4036,6.61,6.54,3.96
0.51,"Ideal","E","VS2",60.1,57,1909,5.23,5.19,3.13
1,"Premium","H","SI2",61.2,59,3920,6.42,6.38,3.92
2.03,"Ideal","G","SI2",61.1,57,17182,8.16,8.21,5
1.33,"Premium","G","SI2",61.3,59,4634,7.06,6.93,4.29
0.7,"Very Good","F","VS2",61.2,56,2400,5.72,5.78,3.52
0.7,"Fair","F","I1",66.2,59,1087,5.59,5.4,3.65
0.74,"Premium","F","SI1",58.8,61,2042,5.88,5.82,3.44
0.32,"Ideal","E","VS1",61.9,56,758,4.38,4.41,2.72
0.34,"Ideal","F","SI1",59.4,57,630,4.58,4.54,2.71
0.52,"Premium","E","SI1",62.3,59,1577,5.16,5.08,3.19
0.97,"Good","H","SI1",62.1,60,4020,6.24,6.29,3.89
1.01,"Premium","E","VS1",62,59,7964,6.42,6.38,3.97
0.32,"Ideal","G","VS1",61.3,55,645,4.42,4.46,2.72
0.31,"Ideal","D","VS2",62.8,54,692,4.32,4.34,2.72
1.5,"Premium","J","SI2",61,60,6048,7.34,7.3,4.46
0.41,"Very Good","E","VVS1",59.8,62,1057,4.79,4.84,2.88
0.52,"Very Good","F","SI1",60.3,61,1354,5.21,5.27,3.16
0.4,"Ideal","I","VVS2",61.4,56,1240,4.76,4.79,2.93
0.55,"Ideal","F","VVS1",60.6,57,2716,5.33,5.36,3.24
0.72,"Very Good","J","VS1",62.8,58,2066,5.71,5.73,3.59
1.4,"Ideal","G","VVS1",60.8,57,15134,7.21,7.23,4.39
0.54,"Ideal","E","VS2",61.7,55,1847,5.27,5.24,3.24
0.71,"Ideal","H","VVS1",62.1,54,2918,5.7,5.76,3.56
1.6,"Premium","G","VVS2",60.6,60,16215,7.57,7.51,4.57
1.01,"Premium","H","SI1",62.3,58,5090,6.44,6.4,4
0.3,"Ideal","F","VS2",62.9,57,776,4.29,4.27,2.69
1.06,"Ideal","I","SI2",62.7,58,4591,6.48,6.5,4.07
0.9,"Good","D","SI1",63.5,57,4381,6.11,6.15,3.89
0.38,"Very Good","I","SI2",62.7,58,500,4.57,4.61,2.88
0.34,"Very Good","D","SI1",59.6,61,626,4.5,4.53,2.69
1.5,"Premium","J","VVS2",61.8,60,8760,7.36,7.33,4.54
1.31,"Premium","D","VVS1",62.8,55,17496,7.01,6.95,4.38
2.31,"Very Good","J","VS2",59.7,60,14830,8.53,8.59,5.11
0.41,"Premium","D","SI2",62.4,60,683,4.71,4.77,2.96
0.62,"Premium","E","VS1",62.2,58,2196,5.41,5.46,3.38
1,"Premium","E","SI2",62.6,60,4116,6.35,6.33,3.97
1.27,"Premium","D","SI2",58.9,59,5618,7.14,7.02,4.17
0.32,"Ideal","F","VS1",61.9,56,900,4.4,4.36,2.71
0.3,"Premium","E","SI1",62.5,60,675,4.27,4.24,2.66
0.4,"Very Good","E","SI1",63,57,725,4.68,4.71,2.96
0.57,"Ideal","F","SI2",61,56,1397,5.37,5.32,3.26
0.4,"Premium","D","SI2",61.7,58,666,4.69,4.74,2.91
0.3,"Ideal","E","VS2",61.5,55,844,4.4,4.32,2.68
1.01,"Premium","G","SI2",60.1,60,4270,6.48,6.44,3.88
0.3,"Very Good","H","VS2",62.7,59,473,4.22,4.26,2.66
0.36,"Premium","E","VS1",61.5,59,933,4.6,4.57,2.82
1.09,"Very Good","I","SI2",62.5,57,4584,6.56,6.58,4.11
0.7,"Good","F","VVS2",63.1,58,2721,5.6,5.66,3.55
1.52,"Ideal","G","VVS1",62.4,55,15959,7.3,7.39,4.58
1.7,"Ideal","J","VS1",60.9,58,10589,7.73,7.68,4.69
0.32,"Very Good","E","SI1",63.1,54,672,4.41,4.37,2.77
1.01,"Ideal","E","SI1",61.8,57,5262,6.39,6.49,3.98
1.07,"Ideal","I","VS1",62.2,58,5103,6.52,6.57,4.07
0.41,"Ideal","E","VS2",62.3,56,935,4.74,4.77,2.96
1.5,"Very Good","E","VS2",61,55,13963,7.38,7.45,4.52
1.29,"Fair","G","I1",66,58,4277,6.82,6.75,4.48
0.5,"Premium","F","VS2",61.8,58,1654,5.1,5.07,3.14
0.5,"Premium","D","VS2",62.9,61,1845,5.03,4.96,3.14
0.94,"Premium","H","VS2",62.5,58,4264,6.26,6.18,3.89
1.04,"Very Good","H","SI1",59.7,60,4682,6.55,6.58,3.92
0.43,"Ideal","D","SI1",61.6,56,807,4.82,4.86,2.98
0.71,"Ideal","D","SI1",60.6,56,3674,5.78,5.81,3.51
0.9,"Ideal","H","VS2",62.7,57,4072,6.13,6.15,3.85
1.21,"Ideal","H","IF",61,57,7789,6.79,6.89,4.17
0.32,"Ideal","E","VS2",61.9,56,702,4.35,4.4,2.71
0.8,"Very Good","F","SI1",63.5,55,2914,5.86,5.89,3.73
1.16,"Good","F","SI2",60.8,65,4131,6.78,6.75,4.11
0.9,"Very Good","D","SI1",62.3,53,5123,6.2,6.22,3.87
0.32,"Ideal","H","VVS2",61.8,55,828,4.42,4.38,2.72
1.24,"Ideal","G","VS2",62.1,56,8504,6.87,6.91,4.28
0.3,"Ideal","F","VS2",62.2,55,573,4.3,4.32,2.68
1,"Very Good","D","VS2",61.5,63,7146,6.35,6.31,3.89
0.81,"Premium","E","SI2",59.9,61,2559,6.08,6.05,3.63
0.4,"Ideal","J","VS1",62.2,54,633,4.72,4.76,2.95
0.44,"Premium","E","VVS2",60,59,1274,4.95,4.99,2.98
0.68,"Ideal","D","VVS1",61.3,57,4325,5.66,5.69,3.48
1.38,"Very Good","H","SI1",63.2,56,7836,7.08,7.03,4.46
1.01,"Premium","F","VS1",61.2,59,7982,6.48,6.42,3.95
1.5,"Good","H","SI1",57.9,62,9324,7.55,7.48,4.35
0.75,"Good","D","SI1",63.6,58,3024,5.77,5.65,3.63
0.6,"Premium","F","SI1",62.9,59,1323,5.39,5.31,3.37
0.71,"Fair","F","VS1",57.3,67,2707,5.96,5.76,3.36
0.55,"Ideal","G","VS2",61.4,56.3,1662,5.26,5.29,3.24
0.31,"Ideal","G","VS2",60.8,56,500,4.4,4.42,2.68
0.5,"Very Good","G","VVS2",62.4,56,1723,5.06,5.1,3.17
1.21,"Premium","E","SI1",62.3,58,6963,6.77,6.74,4.21
0.3,"Premium","H","VS2",60.9,61,608,4.35,4.32,2.64
0.42,"Premium","G","VS1",60.9,58,921,4.81,4.84,2.94
0.3,"Very Good","E","VS1",61.5,57,578,4.28,4.31,2.64
0.85,"Good","J","VS1",63.6,57,2372,6.01,5.94,3.8
0.3,"Very Good","E","VVS1",62.1,57,862,4.27,4.3,2.66
1.02,"Ideal","F","SI2",61.4,56,4578,6.47,6.5,3.98
0.32,"Ideal","E","VS1",61.7,56,745,4.41,4.44,2.73
1.05,"Ideal","G","IF",62.5,56,8850,6.48,6.52,4.06
0.26,"Very Good","H","VS1",62,56,399,4.08,4.11,2.54
1.16,"Premium","H","SI1",61.2,58,5554,6.81,6.76,4.15
0.71,"Ideal","F","SI2",60.7,57,2291,5.78,5.81,3.52
0.56,"Very Good","D","VVS1",60.1,58,2959,5.36,5.42,3.24
2.13,"Ideal","H","SI2",61.8,57,15288,8.21,8.25,5.09
1.52,"Premium","G","VVS1",60.4,59,15959,7.38,7.48,4.49
0.4,"Premium","G","IF",59.8,58,1397,4.85,4.79,2.88
0.41,"Good","F","SI1",63.2,59,755,4.68,4.72,2.97
2.03,"Premium","G","SI1",61.9,59,15322,8.14,8.09,5.02
0.9,"Premium","D","SI1",62.7,56,4304,6.16,6.12,3.85
0.4,"Premium","H","VVS2",60.9,58,877,4.74,4.79,2.9
0.3,"Very Good","G","VS1",62.3,59,605,4.27,4.3,2.67
0.31,"Premium","G","VS1",59.9,59,770,4.44,4.41,2.65
1,"Good","E","SI2",63.3,56,3880,6.3,6.36,4.01
1.53,"Ideal","E","SI2",61.2,57,10339,7.42,7.46,4.55
0.72,"Ideal","H","VS1",61.9,56,2585,5.73,5.78,3.56
1,"Good","G","VS2",63.4,61,5600,6.23,6.29,3.97
1.01,"Very Good","J","SI1",58.9,59,3952,6.56,6.62,3.88
1.01,"Ideal","F","VS2",60.9,57,6787,6.48,6.45,3.94
1.3,"Very Good","G","VS1",62.5,57,9837,6.92,6.96,4.34
0.72,"Very Good","F","VS2",63.3,57,2931,5.69,5.72,3.61
1.52,"Premium","D","SI2",62.8,58,8631,7.37,7.28,4.6
0.51,"Very Good","D","SI1",63.4,59,1237,5.07,5.02,3.2
1.14,"Premium","I","SI1",59.1,58,4788,6.83,6.81,4.03
0.73,"Ideal","G","VS1",60.8,56.4,3209,5.81,5.86,3.55
1.25,"Ideal","H","SI2",62.8,55,5880,6.87,6.82,4.3
1.01,"Premium","F","SI1",59.8,60,5345,6.57,6.53,3.92
1.2,"Ideal","D","VS2",61.4,56,9935,6.88,6.79,4.2
1.05,"Ideal","G","VS2",61.9,57,6562,6.47,6.51,4.03
0.71,"Very Good","H","VS1",63.7,57,2590,5.63,5.67,3.6
0.47,"Premium","E","VVS2",60.5,58,1833,5.05,5,3.04
1.59,"Premium","J","VS2",62.6,59,7953,7.45,7.43,4.66
1.37,"Ideal","G","VVS1",62.6,55,12342,7.07,7.12,4.44
1.01,"Very Good","D","SI1",61.4,59,6270,6.37,6.43,3.93
0.4,"Ideal","H","VVS1",62.2,55,1017,4.7,4.75,2.94
0.9,"Good","F","VS2",63.3,57,4253,6.04,6.09,3.84
1.13,"Ideal","G","VS2",61.9,56,7147,6.68,6.71,4.14
0.34,"Ideal","F","VS1",61.9,55,760,4.49,4.52,2.79
0.3,"Premium","F","SI2",61.3,58,394,4.28,4.33,2.64
0.52,"Ideal","D","VS2",61.6,55,1822,5.15,5.2,3.19
0.31,"Ideal","G","VVS1",60.8,56,772,4.41,4.43,2.69
0.9,"Fair","E","SI1",65.5,59,3508,6.06,6.03,3.96
0.31,"Ideal","F","VS2",62.3,55,802,4.38,4.35,2.72
0.71,"Ideal","D","SI2",61.5,56,2633,5.78,5.74,3.54
0.38,"Ideal","I","VVS2",62.6,54,983,4.65,4.62,2.9
1.01,"Premium","G","SI1",62.8,59,4338,6.33,6.29,3.96
0.77,"Premium","F","VS1",62.1,60,3343,5.82,5.77,3.6
1.86,"Very Good","H","SI1",62.6,58,14383,7.77,7.82,4.88
0.31,"Ideal","J","VS2",62.1,53.6,400,4.36,4.39,2.72
0.41,"Ideal","D","SI1",61.6,55,1015,4.8,4.78,2.95
2.05,"Very Good","E","SI2",62.5,56,17138,8.08,8.17,5.08
0.37,"Very Good","E","VS2",60.6,58,757,4.62,4.65,2.81
1.02,"Ideal","F","SI2",61.8,57,4746,6.43,6.49,3.99
